 0.000000    0.00000    0.000
 0.000081    0.00530   -4.075
 0.000256    0.01656   -4.022
 0.000380    0.02430   -3.974
 0.000447    0.02828   -3.936
 0.000478    0.03001   -3.898
 0.000487    0.03027   -3.863
 0.000487    0.02999   -3.825
 0.000478    0.02920   -3.790
 0.000469    0.02840   -3.753
 0.000461    0.02765   -3.715
 0.000454    0.02699   -3.677
 0.000449    0.02641   -3.640
 0.000395    0.02864   -4.660
 0.000336    0.02471   -4.708
 0.000363    0.02712   -4.783
 0.000416    0.03124   -4.815
 0.000453    0.03413   -4.825
 0.000470    0.03539   -4.823
 0.000477    0.03572   -4.800
 0.000474    0.03526   -4.768
 0.000467    0.03446   -4.725
 0.000462    0.03370   -4.669
 0.000457    0.03298   -4.606
 0.000450    0.03208   -4.546
 0.000438    0.02768   -3.944
 0.000538    0.03273   -3.772
 0.000567    0.03344   -3.644
 0.000557    0.03213   -3.559
 0.000543    0.03079   -3.496
 0.000513    0.02875   -3.455
 0.000479    0.02665   -3.425
 0.000455    0.02505   -3.391
 0.000426    0.02330   -3.365
 0.000399    0.02170   -3.342
 0.000389    0.02088   -3.300
 0.000359    0.01922   -3.289
 0.000367    0.02310   -3.999
 0.000293    0.01597   -3.383
 0.000299    0.01557   -3.187
 0.000320    0.01694   -3.247
 0.000339    0.01842   -3.334
 0.000356    0.01977   -3.414
 0.000380    0.02142   -3.475
 0.000403    0.02303   -3.521
 0.000423    0.02437   -3.556
 0.000438    0.02537   -3.582
 0.000447    0.02603   -3.602
 0.000451    0.02639   -3.616
 0.000454    0.02638   -3.588
 0.000471    0.02662   -3.479
 0.000502    0.02799   -3.427
 0.000516    0.02822   -3.357
 0.000506    0.02730   -3.307
 0.000491    0.02618   -3.269
 0.000481    0.02538   -3.232
 0.000455    0.02387   -3.210
 0.000439    0.02283   -3.185
 0.000423    0.02186   -3.161
 0.000393    0.02023   -3.152
 0.000395    0.02013   -3.120
 0.000392    0.02330   -3.757
 0.000317    0.01663   -3.244
 0.000320    0.01597   -3.043
 0.000319    0.01604   -3.069
 0.000321    0.01634   -3.109
 0.000346    0.01770   -3.126
 0.000338    0.01753   -3.171
 0.000360    0.01877   -3.194
 0.000361    0.01903   -3.231
 0.000374    0.01990   -3.257
 0.000393    0.02100   -3.276
