    0.000      0.000      0.000      0.000
    0.000      0.000      0.000      0.000
    0.000      0.000      0.000      0.000
    0.000      0.000      0.000      0.000
    0.000      0.000      0.000      0.000
    0.000      0.000      0.000      0.000
    0.000      0.000      0.000      0.000
    0.000      0.000      0.000      0.000
    0.000      0.000      0.000      0.000
    0.000      0.000      0.000      0.000
    0.000      0.000      0.000      0.000
    0.000      0.000      0.000      0.000
    0.000      0.000      0.000      0.000
    0.000      0.000      0.000      0.000
    0.000      0.000      0.000      0.000
    0.000      0.000      0.000      0.000
    0.000      0.000      0.000      0.000
    0.000      0.000      0.000      0.000
    0.000      0.000      0.000      0.000
    0.000      0.000      0.000      0.000
    0.000      0.000      0.000      0.000
    0.000      0.000      0.000      0.000
    0.000      0.000      0.000      0.000
    0.000      0.000      0.000      0.000
    0.000      0.000      0.000      0.000
    0.000      0.000      0.000      0.000
    0.000      0.000      0.000      0.000
    0.000      0.000      0.000      0.000
    0.000      0.000      0.000      0.000
    0.000      0.000      0.000      0.000
    0.000      0.000      0.000      0.000
    0.000      0.000      0.000      0.000
    0.000      0.000      0.000      0.000
    0.000      0.000      0.000      0.000
    0.000      0.000      0.000      0.000
    0.000      0.000      0.000      0.000
    0.000      0.000      0.000      0.000
    0.000      0.000      0.000      0.000
    0.000      0.000      0.000      0.000
    0.000      0.000      0.000      0.000
    0.000      0.000      0.000      0.000
    0.000      0.000      0.000      0.000
    0.000      0.000      0.000      0.000
    0.000      0.000      0.000      0.000
    0.000      0.000      0.000      0.000
    0.000      0.000      0.000      0.000
    0.000      0.000      0.000      0.000
    0.000      0.000      0.000      0.000
    0.000      0.000      0.000      0.000
    0.000      0.000      0.000      0.000
    0.000      0.000      0.000      0.000
    0.000      0.000      0.000      0.000
    0.000      0.000      0.000      0.000
    0.000      0.000      0.000      0.000
    0.000      0.000      0.000      0.000
    0.000      0.000      0.000      0.000
    0.000      0.000      0.000      0.000
    0.000      0.000      0.000      0.000
    0.000      0.000      0.000      0.000
    0.000      0.000      0.000      0.000
    0.000      0.000      0.000      0.000
    0.000      0.000      0.000      0.000
    0.000      0.000      0.000      0.000
    0.000      0.000      0.000      0.000
    0.000      0.000      0.000      0.000
    0.000      0.117      0.000      0.000
    0.000     -1.748      0.000      0.359
    0.005     -1.686      0.000      0.359
    0.008     -2.738      0.000      0.359
    0.009     -1.659      0.000      0.359
    0.009     -2.505      0.000      0.359
    0.009     -2.815      0.000      0.359
    0.010     -1.870      0.000      0.359
    0.010     -3.366      0.000      0.359
    0.012     -1.932      0.000      0.359
    0.012     -2.683      0.000      0.359
    0.013     -1.605      0.000      0.359
    0.013     -2.698      0.000      0.359
    0.014     -5.087      0.000      0.359
    0.016     -6.273      0.000      0.359
    0.017     -1.651      0.000      0.359
    0.019     -3.719      0.000      0.359
    0.021     -2.893      0.000      0.359
    0.021     -1.643      0.000      0.359
    0.023     -4.583      0.000      0.359
    0.023     -7.871      0.000      0.359
    0.024     -9.001      0.000      0.359
    0.024     -3.313      0.000      0.359
    0.024     -7.467      0.000      0.359
    0.025     -9.203      0.000      0.359
    0.026     -6.420      0.000      0.359
    0.027    -12.885      0.000      0.359
    0.027    -12.282      0.000      0.359
    0.028     -8.351      0.000      0.359
