        34952.0     0.00000     0.00000     0.00000    34.00000
      1657494.8     0.00000     0.00000     0.00000    33.99927
       945834.2     0.00000     0.00000     0.00000    33.99612
      1301432.4     0.00000     0.00000     0.00000    33.99051
      1579744.4     0.00000     0.00000     0.00000    33.99367
      1664082.0     0.00000     0.00000     0.00000    33.99605
      1327748.0     0.00000     0.00000     0.00000    33.99771
      1445988.3     0.00000     0.00000     0.00000    33.99510
      1810109.7     0.00000     0.00000     0.00000    33.99698
      1398614.0     0.00000     0.00000     0.00000    33.99709
      1391471.6     0.00000     0.00000     0.00000    33.99675
      1103005.3     0.00000     0.00000     0.00000    33.99691
      1214904.0     0.00001     0.00000     0.00000    33.98265
      1266637.9     0.00000     0.00000     0.00000    33.98980
      1240081.7     0.00000     0.00000     0.00000    33.99316
      1636121.9     0.00000     0.00000     0.00000    33.99601
      1569067.3     0.00000     0.00000     0.00000    33.99727
      1433166.6     0.00000     0.00000     0.00000    33.99735
      1603955.0     0.00000     0.00000     0.00000    33.99771
      1473569.9     0.00000     0.00000     0.00000    33.99826
      1124688.8     0.00000     0.00000     0.00000    33.99816
      1271566.5     0.00000     0.00000     0.00000    33.99773
      1414266.5     0.00000     0.00000     0.00000    33.99724
      1504153.2     0.00000     0.00000     0.00000    33.99759
      1403846.4     0.00000     0.00000     0.00000    33.99808
      1418380.5     0.00000     0.00000     0.00000    33.99805
      1413819.2     0.00000     0.00000     0.00000    33.99737
      1481460.3     0.00000     0.00000     0.00000    33.99696
      1360884.7     0.00000     0.00000     0.00000    33.99722
      1368525.0     0.00000     0.00000     0.00000    33.99776
      1228472.2     0.00000     0.00000     0.00000    33.99684
      1239828.5     0.00000     0.00000     0.00000    33.99605
      1351962.1     0.00000     0.00000     0.00000    33.99641
      1340068.7     0.00000     0.00000     0.00000    33.99548
      1238700.6     0.00000     0.00000     0.00000    33.99595
      1183004.5     0.00000     0.00000     0.00000    33.99646
      1235643.8     0.00000     0.00000     0.00000    33.99763
      1280682.7     0.00000     0.00000     0.00000    33.99797
      1320932.4     0.00000     0.00000     0.00000    33.99778
       604284.0     0.00001     0.00000     0.00000    33.97762
      1455135.1     0.00001     0.00000     0.00000    33.97037
      1327107.8     0.00001     0.00000     0.00000    33.97616
      1078841.5     0.00000     0.00000     0.00000    33.98505
       431913.0     0.00001     0.00000     0.00000    33.97607
      1031832.6     0.00001     0.00000     0.00000    33.97580
       873018.0     0.00000     0.00000     0.00000    33.98416
      1023913.7     0.00000     0.00000     0.00000    33.98564
       882077.7     0.00000     0.00000     0.00000    33.98939
      1008492.4     0.00000     0.00000     0.00000    33.99213
      1186599.9     0.00000     0.00000     0.00000    33.99536
      1093777.9     0.00000     0.00000     0.00000    33.99613
      1065468.9     0.00000     0.00000     0.00000    33.99599
       875983.6     0.00000     0.00000     0.00000    33.99601
      1118652.3     0.00000     0.00000     0.00000    33.99645
      1002851.6     0.00000     0.00000     0.00000    33.99679
      1076074.1     0.00000     0.00000     0.00000    33.99720
       509114.6     0.00000     0.00000     0.00000    33.99799
      1006295.8     0.00000     0.00000     0.00000    33.99824
      1062207.9     0.00000     0.00000     0.00000    33.99896
       802622.0     0.00000     0.00000     0.00000    33.99840
       923313.1     0.00000     0.00000     0.00000    33.99782
       910065.9     0.00000     0.00000     0.00000    33.99807
       605364.4     0.00000     0.00000     0.00000    33.99689
       463816.4     0.00000     0.00000     0.00000    33.99683
       405885.0     0.00000     0.00000     0.00000    33.99136
       445763.3     0.00002     0.00000     0.00000    33.93418
     -2605807.5     0.00433     0.05005     0.04257    30.42005
     -5907783.0     0.01496     0.07739     0.05877    25.85484
    -18310786.7     0.04013     0.09171     0.09344    19.34891
    -17541146.8     0.04699     0.11847     0.10697    19.07217
    -24574340.3     0.05808     0.11270     0.11697    16.71849
    -31308907.6     0.07564     0.12400     0.14485    15.53822
    -33184264.9     0.08586     0.13519     0.15645    14.57993
